DrugID,UniprotID,ZeroScore,ActionType,ActionLabel
DB09571,P61073,0.9861961589479402,ZeroAction,0
DB06822,P61073,0.9861961589479402,ZeroAction,0
DB01438,P16233,0.9861961589479402,ZeroAction,0
DB00735,P23560,0.986097544262862,ZeroAction,0
DB04703,P30049,0.985998939438759,ZeroAction,0
DB00941,Q9NY64,0.9858017593695354,ZeroAction,0
DB01616,P23560,0.9858017593695354,ZeroAction,0
DB13967,P21430,0.9858017593695354,ZeroAction,0
DB08826,P41180,0.985703184122443,ZeroAction,0
DB00226,P53667,0.985703184122443,ZeroAction,0
DB00256,P30049,0.985703184122443,ZeroAction,0
DB11859,P0A0N5,0.9856046187323824,ZeroAction,0
DB01246,P23560,0.9856046187323824,ZeroAction,0
DB09020,O00244,0.9856046187323824,ZeroAction,0
DB09257,P41180,0.985506063198368,ZeroAction,0
DB00235,P05230,0.9854075175194142,ZeroAction,0
DB01170,P53667,0.9854075175194142,ZeroAction,0
DB01605,P51172,0.9854075175194142,ZeroAction,0
DB00419,P53667,0.9854075175194142,ZeroAction,0
DB00919,Q8TDS4,0.9854075175194142,ZeroAction,0
DB00670,O00244,0.9854075175194142,ZeroAction,0
DB12945,Q96RI1,0.9853089816945356,ZeroAction,0
DB09110,P49674,0.9853089816945356,ZeroAction,0
DB00750,P05230,0.9853089816945356,ZeroAction,0
DB09117,P37288,0.9853089816945356,ZeroAction,0
DB13766,Q04206,0.9852104557227468,ZeroAction,0
DB04575,P69905,0.9851119396030626,ZeroAction,0
DB00406,P69905,0.9851119396030626,ZeroAction,0
DB03808,K9N7C7,0.9851119396030626,ZeroAction,0
DB00137,P98194,0.9851119396030626,ZeroAction,0
DB13154,Q3MS49,0.9851119396030626,ZeroAction,0
DB00405,P23560,0.9849149369160676,ZeroAction,0
DB01003,P21430,0.9849149369160676,ZeroAction,0
DB09149,P62937,0.9849149369160676,ZeroAction,0
DB12537,P07098,0.9848164503467864,ZeroAction,0
DB03085,P49674,0.9846195067517328,ZeroAction,0
DB11587,P05230,0.9846195067517328,ZeroAction,0
DB11273,P08100,0.9846195067517328,ZeroAction,0
DB09287,Q07912,0.9845210497239912,ZeroAction,0
DB00923,P98194,0.98442260254146,ZeroAction,0
DB11496,P07098,0.98442260254146,ZeroAction,0
DB13908,P05230,0.98442260254146,ZeroAction,0
DB04564,P22001,0.9842257377080912,ZeroAction,0
DB01157,K9N7C7,0.9841273200552852,ZeroAction,0
DB11327,Q3MS49,0.9841273200552852,ZeroAction,0
DB06441,Q8KT33,0.9841273200552852,ZeroAction,0
DB01426,P0C6X7,0.9841273200552852,ZeroAction,0
DB08809,K9N7C7,0.9841273200552852,ZeroAction,0
DB12789,Q07699,0.9840289122437522,ZeroAction,0
DB08329,Q13393,0.9840289122437522,ZeroAction,0
DB11120,Q8TDS4,0.9840289122437522,ZeroAction,0
DB00427,O00244,0.9838321261405696,ZeroAction,0
DB01619,O60488,0.9837337478469524,ZeroAction,0
DB01301,P98194,0.9837337478469524,ZeroAction,0
DB00348,O00244,0.9837337478469524,ZeroAction,0
DB00828,P24941,0.9836353793906724,ZeroAction,0
DB00302,O00555,0.9836353793906724,ZeroAction,0
DB06718,Q16873,0.9834386719861904,ZeroAction,0
DB11085,P07098,0.9834386719861904,ZeroAction,0
DB08841,P05230,0.9833403330360212,ZeroAction,0
DB12523,P12235,0.9832420039192554,ZeroAction,0
DB09268,P21430,0.9832420039192554,ZeroAction,0
DB00650,P30049,0.9832420039192554,ZeroAction,0
DB11596,P30049,0.9832420039192554,ZeroAction,0
DB00967,Q3MS49,0.9831436846349096,ZeroAction,0
DB00352,Q3MS49,0.9831436846349096,ZeroAction,0
DB01339,Q3MS49,0.9831436846349096,ZeroAction,0
DB00291,P0C6X7,0.9831436846349096,ZeroAction,0
DB04876,Q3MS49,0.9831436846349096,ZeroAction,0
DB06636,Q3MS49,0.9831436846349096,ZeroAction,0
DB00341,Q3MS49,0.9831436846349096,ZeroAction,0
DB00902,P69905,0.9830453751820007,ZeroAction,0
DB12035,P30049,0.9830453751820007,ZeroAction,0
DB00251,P11498,0.9830453751820007,ZeroAction,0
DB11328,Q9NYX4,0.9830453751820007,ZeroAction,0
DB00410,P00800,0.9829470755595456,ZeroAction,0
DB08799,P07741,0.9829470755595456,ZeroAction,0
DB00504,P69905,0.9829470755595456,ZeroAction,0
DB05057,Q8TDS4,0.9827505058020646,ZeroAction,0
DB01070,Q13332,0.9826522356650732,ZeroAction,0
DB06751,Q04206,0.9826522356650732,ZeroAction,0
DB00955,P30049,0.9826522356650732,ZeroAction,0
DB01158,P23560,0.9824557248696748,ZeroAction,0
DB01061,P30049,0.9822592533725054,ZeroAction,0
DB13520,P05141,0.9822592533725054,ZeroAction,0
DB01783,Q8TDS4,0.9822592533725054,ZeroAction,0
DB00961,O00244,0.9821610323583008,ZeroAction,0
DB00911,Q3MS49,0.9821610323583008,ZeroAction,0
DB06704,P23560,0.9821610323583008,ZeroAction,0
DB13345,Q3MS49,0.9821610323583008,ZeroAction,0
DB08871,K9N7C7,0.9821610323583008,ZeroAction,0
DB15694,Q92206,0.9821610323583008,ZeroAction,0
DB00552,P69905,0.9818664282414205,ZeroAction,0
DB00259,P07148,0.9816700745917916,ZeroAction,0
DB00618,P30049,0.9816700745917916,ZeroAction,0
DB04657,O00244,0.9814737602089658,ZeroAction,0
DB12153,P30049,0.9812774850850906,ZeroAction,0
DB13166,P30049,0.9812774850850906,ZeroAction,0
DB04864,P69905,0.981179362242806,ZeroAction,0
DB00426,Q3MS49,0.981179362242806,ZeroAction,0
DB01046,K9N7C7,0.981179362242806,ZeroAction,0
DB00760,P0DTD1,0.981179362242806,ZeroAction,0
DB00299,Q3MS49,0.981179362242806,ZeroAction,0
DB06742,P69905,0.981179362242806,ZeroAction,0
DB04865,P0DTD1,0.981179362242806,ZeroAction,0
DB13981,Q9NY64,0.9809831459926364,ZeroAction,0
DB11100,Q13393,0.9809831459926364,ZeroAction,0
DB06762,P69905,0.9809831459926364,ZeroAction,0
DB06775,P13500,0.9809831459926364,ZeroAction,0
DB00931,P98194,0.980786968981793,ZeroAction,0
DB01139,P30049,0.9805908312024284,ZeroAction,0
DB00942,P19801,0.9803947326466972,ZeroAction,0
DB01416,P30049,0.9803947326466972,ZeroAction,0
DB06769,P21430,0.9803947326466972,ZeroAction,0
DB00782,P12236,0.9801986733067553,ZeroAction,0
DB00609,K9N7C7,0.9801986733067553,ZeroAction,0
DB01718,P0DTD1,0.9801986733067553,ZeroAction,0
DB09477,P54710,0.9801986733067553,ZeroAction,0
DB06150,Q16739,0.979806672242872,ZeroAction,0
DB01145,P03886,0.979806672242872,ZeroAction,0
DB01188,P69905,0.9796107305032504,ZeroAction,0
DB09421,P30049,0.9796107305032504,ZeroAction,0
DB06213,P98194,0.9796107305032504,ZeroAction,0
DB00547,P30049,0.9796107305032504,ZeroAction,0
DB09378,P30049,0.9796107305032504,ZeroAction,0
DB01604,O15432,0.9794148279480585,ZeroAction,0
DB00181,Q3MS49,0.9792189645694596,ZeroAction,0
DB00621,Q3MS49,0.9792189645694596,ZeroAction,0
DB01613,Q3MS49,0.9792189645694596,ZeroAction,0
DB14033,P0C6X7,0.9792189645694596,ZeroAction,0
DB00263,P0C6X7,0.9792189645694596,ZeroAction,0
DB01063,Q3MS49,0.9792189645694596,ZeroAction,0
DB00710,P0DTD1,0.9792189645694596,ZeroAction,0
DB00524,Q8TD20,0.9791210475689344,ZeroAction,0
DB00859,Q8TDS4,0.9791210475689344,ZeroAction,0
DB01084,Q04206,0.9791210475689344,ZeroAction,0
DB11699,P23469,0.9791210475689344,ZeroAction,0
DB00816,P69905,0.9791210475689344,ZeroAction,0
DB11577,P61073,0.9790231403596196,ZeroAction,0
DB09488,P98194,0.978925242940536,ZeroAction,0
DB02925,P30049,0.978925242940536,ZeroAction,0
DB09097,P98194,0.978925242940536,ZeroAction,0
DB09041,Q9H093,0.978925242940536,ZeroAction,0
DB13909,P69905,0.9787294774691476,ZeroAction,0
DB00894,P78540,0.9787294774691476,ZeroAction,0
DB06821,Q16739,0.9787294774691476,ZeroAction,0
DB09324,P51168,0.9785337511469384,ZeroAction,0
DB12952,P98194,0.9785337511469384,ZeroAction,0
DB00645,Q04206,0.9785337511469384,ZeroAction,0
DB06823,Q9NYX4,0.9785337511469384,ZeroAction,0
DB09369,P30049,0.97824023505121,ZeroAction,0
DB01607,P30049,0.97824023505121,ZeroAction,0
DB08824,P05141,0.9780446065677002,ZeroAction,0
DB00305,P30049,0.9777512371933365,ZeroAction,0
DB04890,P02787,0.9775557064996188,ZeroAction,0
DB01099,P0DTD1,0.9772624837732772,ZeroAction,0
DB00746,Q3MS49,0.9772624837732772,ZeroAction,0
DB00632,Q3MS49,0.9772624837732772,ZeroAction,0
DB04880,Q16739,0.9772624837732772,ZeroAction,0
DB01125,Q9NR82,0.9772624837732772,ZeroAction,0
DB00838,O00244,0.976773974668844,ZeroAction,0
DB11636,P98194,0.976773974668844,ZeroAction,0
DB00219,P08100,0.976773974668844,ZeroAction,0
DB09205,Q04206,0.9764809864268768,ZeroAction,0
DB13781,P08100,0.9764809864268768,ZeroAction,0
DB01298,P61073,0.9764809864268768,ZeroAction,0
DB00876,P0C6X7,0.9762857097579092,ZeroAction,0
DB09342,P12236,0.9761880860681994,ZeroAction,0
DB00807,P12235,0.9761880860681994,ZeroAction,0
DB06814,P08100,0.9761880860681994,ZeroAction,0
DB00272,Q6V0L0,0.9758952735664502,ZeroAction,0
DB09340,P30049,0.9758952735664502,ZeroAction,0
DB00474,P61073,0.9757976889184072,ZeroAction,0
DB11431,K9N7C7,0.9753099120283326,ZeroAction,0
DB00389,Q3MS49,0.9753099120283326,ZeroAction,0
DB14783,Q04206,0.9753099120283326,ZeroAction,0
DB11359,P69905,0.9753099120283326,ZeroAction,0
DB00293,K9N7C7,0.9753099120283326,ZeroAction,0
DB01096,P30049,0.9750173629392817,ZeroAction,0
DB00355,P0C6X7,0.9743350896087494,ZeroAction,0
DB01299,Q3MS49,0.9743350896087494,ZeroAction,0
DB01382,P0DTD1,0.9743350896087494,ZeroAction,0
DB06780,Q3MS49,0.9743350896087494,ZeroAction,0
DB01121,Q16739,0.9740428329225616,ZeroAction,0
DB00249,P03886,0.9736532937024304,ZeroAction,0
DB13158,Q3MS49,0.9733612415243368,ZeroAction,0
DB05013,Q3MS49,0.9733612415243368,ZeroAction,0
DB12924,Q3MS49,0.9733612415243368,ZeroAction,0
DB00884,P0C6X7,0.9733612415243368,ZeroAction,0
DB14018,P21430,0.9733612415243368,ZeroAction,0
DB00769,Q3MS49,0.9733612415243368,ZeroAction,0
DB01260,Q3MS49,0.9733612415243368,ZeroAction,0
DB09040,P23560,0.9733612415243368,ZeroAction,0
DB00596,Q3MS49,0.9733612415243368,ZeroAction,0
DB01130,Q3MS49,0.9733612415243368,ZeroAction,0
DB00267,Q3MS49,0.9733612415243368,ZeroAction,0
DB01106,P0DTD1,0.9733612415243368,ZeroAction,0
DB06781,Q3MS49,0.9733612415243368,ZeroAction,0
DB01219,K9N7C7,0.9733612415243368,ZeroAction,0
DB01625,Q3MS49,0.9733612415243368,ZeroAction,0
DB09220,Q04206,0.9729719748862448,ZeroAction,0
DB06795,Q16739,0.9725828639236712,ZeroAction,0
DB12783,P30049,0.9725828639236712,ZeroAction,0
DB01366,P08100,0.9725828639236712,ZeroAction,0
DB01209,P0DTD1,0.9723883668012469,ZeroAction,0
DB13153,Q3MS49,0.9723883668012469,ZeroAction,0
DB01291,P0DTD1,0.9723883668012469,ZeroAction,0
DB06410,K9N7C7,0.9723883668012469,ZeroAction,0
DB00867,P0DTD1,0.9723883668012469,ZeroAction,0
DB00561,P0C6X7,0.9723883668012469,ZeroAction,0
DB09082,P0DTD1,0.9723883668012469,ZeroAction,0
DB04789,P0DTD1,0.9723883668012469,ZeroAction,0
DB00221,P0DTD1,0.9723883668012469,ZeroAction,0
DB00775,Q3MS49,0.9723883668012469,ZeroAction,0
DB01049,P30049,0.9723883668012469,ZeroAction,0
DB06800,P0C6X7,0.9723883668012469,ZeroAction,0
DB03166,Q3MS49,0.9723883668012469,ZeroAction,0
DB00578,Q3MS49,0.9723883668012469,ZeroAction,0
DB00686,P0DTD1,0.9723883668012469,ZeroAction,0
DB09269,P61073,0.9719994892352246,ZeroAction,0
DB00600,P12236,0.9714164644666048,ZeroAction,0
DB00339,Q3MS49,0.9714164644666048,ZeroAction,0
DB00147,P21430,0.9714164644666048,ZeroAction,0
DB12328,P78540,0.9714164644666048,ZeroAction,0
DB03255,Q3MS49,0.9714164644666048,ZeroAction,0
DB01113,Q3MS49,0.9714164644666048,ZeroAction,0
DB11193,P30049,0.9710279755837746,ZeroAction,0
DB02959,P30049,0.9710279755837746,ZeroAction,0
DB00766,P03886,0.9705425829542524,ZeroAction,0
DB09096,Q3MS49,0.9704455335485082,ZeroAction,0
DB05018,K9N7C7,0.9704455335485082,ZeroAction,0
DB01202,Q3MS49,0.9704455335485082,ZeroAction,0
DB12095,P0C6X7,0.9704455335485082,ZeroAction,0
DB00354,P0C6X7,0.9704455335485082,ZeroAction,0
DB04843,P0C6X7,0.9704455335485082,ZeroAction,0
DB00190,P30049,0.970154443554126,ZeroAction,0
DB11742,Q04206,0.970154443554126,ZeroAction,0
DB01265,P03886,0.9696694875814452,ZeroAction,0
DB06711,P0DTD1,0.969475573076026,ZeroAction,0
DB01148,P0C6X7,0.969475573076026,ZeroAction,0
DB08801,P0C6X7,0.969475573076026,ZeroAction,0
DB01336,P0C6X7,0.969475573076026,ZeroAction,0
DB09242,P0DTD1,0.969475573076026,ZeroAction,0
DB06706,P0DTD1,0.969475573076026,ZeroAction,0
DB11363,Q3MS49,0.969475573076026,ZeroAction,0
DB00450,P0C6X7,0.969475573076026,ZeroAction,0
DB06147,P0C6X7,0.969475573076026,ZeroAction,0
DB01066,Q3MS49,0.969475573076026,ZeroAction,0
DB00336,P0DTD1,0.9685065820791976,ZeroAction,0
DB09075,K9N7C7,0.9685065820791976,ZeroAction,0
DB02893,K9N7C7,0.9685065820791976,ZeroAction,0
DB08842,Q3MS49,0.9685065820791976,ZeroAction,0
DB00187,P0C6X7,0.9685065820791976,ZeroAction,0
DB01297,P0C6X7,0.9685065820791976,ZeroAction,0
DB00689,Q3MS49,0.9685065820791976,ZeroAction,0
DB09351,P0C6X7,0.9685065820791976,ZeroAction,0
DB11278,P0C6X7,0.9685065820791976,ZeroAction,0
DB00423,P08100,0.968216073683012,ZeroAction,0
DB16627,Q04206,0.968022449831306,ZeroAction,0
DB00610,P05230,0.968022449831306,ZeroAction,0
DB00765,P30049,0.9677320866530112,ZeroAction,0
DB00183,P15954,0.967538559589032,ZeroAction,0
DB00733,P15954,0.967538559589032,ZeroAction,0
DB00989,P15954,0.967538559589032,ZeroAction,0
DB00892,P15954,0.967538559589032,ZeroAction,0
DB00868,P15954,0.967538559589032,ZeroAction,0
DB00325,Q3MS49,0.967538559589032,ZeroAction,0
DB06714,P0C6X7,0.967538559589032,ZeroAction,0
DB01010,P15954,0.967538559589032,ZeroAction,0
DB08819,Q3MS49,0.967538559589032,ZeroAction,0
DB01116,P15954,0.967538559589032,ZeroAction,0
DB00979,P15954,0.967538559589032,ZeroAction,0
DB01400,P15954,0.967538559589032,ZeroAction,0
DB01764,P0C6X7,0.9665715046375066,ZeroAction,0
DB00719,P0C6X7,0.9665715046375066,ZeroAction,0
DB00309,P0DTD1,0.9665715046375066,ZeroAction,0
DB08908,Q3MS49,0.9665715046375066,ZeroAction,0
DB09090,P0DTD1,0.9665715046375066,ZeroAction,0
DB00186,P0C6X7,0.9665715046375066,ZeroAction,0
DB00592,P0DTD1,0.9665715046375066,ZeroAction,0
DB09069,Q3MS49,0.9665715046375066,ZeroAction,0
DB06708,P0DTD1,0.9665715046375066,ZeroAction,0
DB01256,P0DTD1,0.9665715046375066,ZeroAction,0
DB08903,P0C6X7,0.9665715046375066,ZeroAction,0
DB04835,P0C6X7,0.9665715046375066,ZeroAction,0
DB00699,Q3MS49,0.9665715046375066,ZeroAction,0
DB00810,P0DTD1,0.9665715046375066,ZeroAction,0
DB01294,Q3MS49,0.9665715046375066,ZeroAction,0
DB01330,Q3MS49,0.9665715046375066,ZeroAction,0
DB00792,P0C6X7,0.9665715046375066,ZeroAction,0
DB14646,P0DTD1,0.9665715046375066,ZeroAction,0
DB01612,P0DTD1,0.9665715046375066,ZeroAction,0
DB13074,P0DTD1,0.9665715046375066,ZeroAction,0
DB14569,P0C6X7,0.9665715046375066,ZeroAction,0
DB00261,K9N7C7,0.9665715046375066,ZeroAction,0
DB06803,P0C6X7,0.9665715046375066,ZeroAction,0
DB01319,P0C6X7,0.9665715046375066,ZeroAction,0
DB00727,P0C6X7,0.9665715046375066,ZeroAction,0
DB00697,P0C6X7,0.9665715046375066,ZeroAction,0
DB01581,Q3MS49,0.9665715046375066,ZeroAction,0
DB14644,P0C6X7,0.9665715046375066,ZeroAction,0
DB01237,P0DTD1,0.9665715046375066,ZeroAction,0
DB00551,Q3MS49,0.9665715046375066,ZeroAction,0
DB01005,Q3MS49,0.9665715046375066,ZeroAction,0
DB06717,P0DTD1,0.9665715046375066,ZeroAction,0
DB09526,Q3MS49,0.9665715046375066,ZeroAction,0
DB11750,P0DTD1,0.9665715046375066,ZeroAction,0
DB12404,Q3MS49,0.9665715046375066,ZeroAction,0
DB01146,P0DTD1,0.9665715046375066,ZeroAction,0
DB00283,Q3MS49,0.9665715046375066,ZeroAction,0
DB06249,Q3MS49,0.9665715046375066,ZeroAction,0
DB09143,P0C6X7,0.9665715046375066,ZeroAction,0
DB01057,Q3MS49,0.9665715046375066,ZeroAction,0
DB00891,K9N7C7,0.9665715046375066,ZeroAction,0
DB01247,P0C6X7,0.9665715046375066,ZeroAction,0
DB09083,P0C6X7,0.9665715046375066,ZeroAction,0
DB09042,P0C6X7,0.9665715046375066,ZeroAction,0
DB00890,Q3MS49,0.9665715046375066,ZeroAction,0
DB11217,Q3MS49,0.9665715046375066,ZeroAction,0
DB06698,P0DTD1,0.9665715046375066,ZeroAction,0
DB01626,P0C6X7,0.9665715046375066,ZeroAction,0
DB00883,P0DTD1,0.9665715046375066,ZeroAction,0
DB01143,K9N7C7,0.9646402934831232,ZeroAction,0
DB13155,Q3MS49,0.9646402934831232,ZeroAction,0
DB06817,K9N7C7,0.9646402934831232,ZeroAction,0
DB12243,P61024,0.9636761353490536,ZeroAction,0
DB00560,P0C6X7,0.9636761353490536,ZeroAction,0
DB11221,Q3MS49,0.9627129408911996,ZeroAction,0
DB01419,Q3MS49,0.9627129408911996,ZeroAction,0
DB11201,Q3MS49,0.9627129408911996,ZeroAction,0
DB00991,Q3MS49,0.9627129408911996,ZeroAction,0
DB01042,P0DTD1,0.9627129408911996,ZeroAction,0
DB11323,Q3MS49,0.9627129408911996,ZeroAction,0
DB01399,Q3MS49,0.9627129408911996,ZeroAction,0
DB06802,Q3MS49,0.9627129408911996,ZeroAction,0
DB01600,Q3MS49,0.9627129408911996,ZeroAction,0
DB11071,Q3MS49,0.9627129408911996,ZeroAction,0
DB09047,Q3MS49,0.9627129408911996,ZeroAction,0
DB00223,P30049,0.9611738318013888,ZeroAction,0
DB13848,O15432,0.9600211149716508,ZeroAction,0
DB00385,Q8KT33,0.9597331518337898,ZeroAction,0
DB00634,P0C6X7,0.9588697805724844,ZeroAction,0
DB11640,K9N7C7,0.9588697805724844,ZeroAction,0
DB00344,Q3MS49,0.9579113900670306,ZeroAction,0
DB13931,Q3MS49,0.9569539574730468,ZeroAction,0
DB03312,P0DTD1,0.9559974818331,ZeroAction,0
DB03310,K9N7C7,0.9550419621907148,ZeroAction,0
DB00399,P0DTD1,0.9531337870775048,ZeroAction,0
DB01172,P0DTD1,0.9521811296985048,ZeroAction,0
DB12329,P0C6X7,0.9521811296985048,ZeroAction,0
DB00154,P0DTD1,0.951229424500714,ZeroAction,0
DB09064,P41180,0.951229424500714,ZeroAction,0
DB09282,Q3MS49,0.951229424500714,ZeroAction,0
DB11793,Q3MS49,0.950278670532427,ZeroAction,0
DB01587,Q3MS49,0.950278670532427,ZeroAction,0
DB01179,Q3MS49,0.9493288668428896,ZeroAction,0
DB00492,Q3MS49,0.9493288668428896,ZeroAction,0
DB00691,Q3MS49,0.9493288668428896,ZeroAction,0
DB01367,K9N7C7,0.9493288668428896,ZeroAction,0
DB01348,Q3MS49,0.9493288668428896,ZeroAction,0
DB00665,Q3MS49,0.9493288668428896,ZeroAction,0
DB00230,Q3MS49,0.9483800124822982,ZeroAction,0
DB01698,P0DTD1,0.9474321065017984,ZeroAction,0
DB00854,K9N7C7,0.9474321065017984,ZeroAction,0
DB00844,K9N7C7,0.9474321065017984,ZeroAction,0
DB00899,P0C6X7,0.9474321065017984,ZeroAction,0
DB06274,P0C6X7,0.9474321065017984,ZeroAction,0
DB09236,P0DTD1,0.9474321065017984,ZeroAction,0
DB00507,Q3MS49,0.9474321065017984,ZeroAction,0
DB04918,Q3MS49,0.9474321065017984,ZeroAction,0
DB01123,K9N7C7,0.9474321065017984,ZeroAction,0
DB00585,Q3MS49,0.9464851479534838,ZeroAction,0
DB00254,Q3MS49,0.9455391358903964,ZeroAction,0
DB11730,P0DTD1,0.9455391358903964,ZeroAction,0
DB00974,P0C6X7,0.9455391358903964,ZeroAction,0
DB00754,K9N7C7,0.9445940693665232,ZeroAction,0
DB03766,K9N7C7,0.9445940693665232,ZeroAction,0
DB00287,Q8KT33,0.943933084889524,ZeroAction,0
DB01251,Q3MS49,0.9436499474367984,ZeroAction,0
DB00310,P0DTD1,0.9436499474367984,ZeroAction,0
DB01150,Q3MS49,0.9436499474367984,ZeroAction,0
DB01620,P0DTD1,0.9436499474367984,ZeroAction,0
DB12615,P0C6X7,0.9436499474367984,ZeroAction,0
DB00998,K9N7C7,0.9436499474367984,ZeroAction,0
DB00513,Q3MS49,0.9436499474367984,ZeroAction,0
DB00366,P0DTD1,0.9427067691570996,ZeroAction,0
DB00593,Q3MS49,0.9427067691570996,ZeroAction,0
DB03615,P0DTD1,0.9427067691570996,ZeroAction,0
DB05990,Q3MS49,0.9427067691570996,ZeroAction,0
DB09292,Q3MS49,0.9427067691570996,ZeroAction,0
DB08827,Q3MS49,0.9427067691570996,ZeroAction,0
DB01263,Q3MS49,0.9427067691570996,ZeroAction,0
DB04845,Q3MS49,0.9427067691570996,ZeroAction,0
DB01253,Q3MS49,0.9427067691570996,ZeroAction,0
DB14895,Q3MS49,0.9427067691570996,ZeroAction,0
DB06603,Q3MS49,0.9427067691570996,ZeroAction,0
DB12825,Q3MS49,0.9427067691570996,ZeroAction,0
DB01582,P0C6X7,0.9417645335842488,ZeroAction,0
DB00576,P0C6X7,0.9417645335842488,ZeroAction,0
DB00301,Q3MS49,0.9417645335842488,ZeroAction,0
DB09080,P0DTD1,0.9417645335842488,ZeroAction,0
DB01240,P0C6X7,0.9417645335842488,ZeroAction,0
DB00823,Q3MS49,0.9417645335842488,ZeroAction,0
DB11064,Q3MS49,0.9417645335842488,ZeroAction,0
DB01210,P0DTD1,0.9408232397760096,ZeroAction,0
DB01102,P0DTD1,0.9408232397760096,ZeroAction,0
DB01288,P0DTD1,0.9408232397760096,ZeroAction,0
DB00804,P0C6X7,0.9408232397760096,ZeroAction,0
DB01214,P0DTD1,0.9408232397760096,ZeroAction,0
DB00521,P0DTD1,0.9408232397760096,ZeroAction,0
DB11942,Q3MS49,0.9408232397760096,ZeroAction,0
DB00847,Q3MS49,0.9408232397760096,ZeroAction,0
DB00383,P0C6X7,0.9408232397760096,ZeroAction,0
DB06267,Q3MS49,0.9408232397760096,ZeroAction,0
DB11156,P0C6X7,0.9398828867910888,ZeroAction,0
DB14914,Q3MS49,0.9398828867910888,ZeroAction,0
DB00558,P0C6X7,0.9398828867910888,ZeroAction,0
DB00779,K9N7C7,0.9398828867910888,ZeroAction,0
DB06614,P0DTD1,0.9389434736891332,ZeroAction,0
DB06819,Q3MS49,0.9389434736891332,ZeroAction,0
DB00353,P0C6X7,0.9389434736891332,ZeroAction,0
DB06202,P0DTD1,0.9389434736891332,ZeroAction,0
DB00146,P0C6X7,0.9389434736891332,ZeroAction,0
DB00995,Q3MS49,0.9389434736891332,ZeroAction,0
DB01155,Q3MS49,0.9389434736891332,ZeroAction,0
DB00964,P0DTD1,0.9380049995307296,ZeroAction,0
DB11820,P0C6X7,0.9380049995307296,ZeroAction,0
DB00361,P0C6X7,0.9380049995307296,ZeroAction,0
DB01205,P0DTD1,0.9380049995307296,ZeroAction,0
DB00990,P0DTD1,0.9370674633774034,ZeroAction,0
DB11274,P0DTD1,0.9370674633774034,ZeroAction,0
DB00156,Q3MS49,0.9370674633774034,ZeroAction,0
DB00433,P0C6X7,0.9370674633774034,ZeroAction,0
DB00933,P0DTD1,0.9370674633774034,ZeroAction,0
DB01610,Q3MS49,0.9370674633774034,ZeroAction,0
